ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
350150,2,1,0,0,0,0,0,0,0,0,0,0
350151,1,1,27,27,27,27,27,27,27,27,27,27
350152,1,1,0,0,0,0,0,0,0,0,0,0
350152,2,1,0,0,0,0,0,0,0,0,0,0
350153,1,1,0,0,0,0,0,0,0,0,0,0
350153,2,1,0,0,0,0,0,0,0,0,0,0
350154,1,1,16,16,16,16,16,16,16,16,16,16
350155,1,1,0,0,0,0,0,0,0,0,0,0
350156,1,1,0,16,0,0,0,0,0,0,0,0
350156,2,1,29,29,29,29,29,29,29,29,29,29
350157,0,1,17,17,17,17,17,17,17,17,17,17
350157,1,1,0,0,0,0,0,0,0,0,0,0
350158,0,1,13,0,0,0,0,0,0,0,0,0
350158,1,1,0,0,0,0,0,0,0,0,0,0
350159,1,1,0,0,0,0,21,0,0,24,0,0
350160,0,1,0,0,0,0,0,0,0,0,0,0
350160,1,1,0,0,0,0,12,0,0,0,0,0
350161,1,1,0,0,0,0,0,0,0,0,0,0
350162,1,1,0,0,0,0,0,0,0,0,0,0
350163,1,1,5,0,19,0,8,0,14,11,0,0
350164,1,1,10,0,24,0,24,27,0,0,0,22
350165,0,1,36,36,36,36,36,36,36,36,36,36
350165,1,1,0,0,0,0,0,0,0,0,0,0
350166,0,1,0,0,0,0,0,0,0,0,0,0
350166,1,1,0,0,0,0,0,0,0,0,0,0
350167,1,1,22,22,22,22,22,22,22,22,22,22
350168,1,1,3,3,3,3,3,3,3,3,3,3
350168,2,1,19,19,19,19,19,19,19,19,19,19
350169,1,1,0,20,0,9,0,15,0,0,0,0
350169,2,1,0,0,0,0,0,0,0,0,0,0
350170,1,1,0,0,0,0,0,0,0,0,0,0
350171,1,1,0,0,0,0,0,0,0,0,0,0
350171,2,1,18,0,0,0,0,15,0,0,0,0
350172,0,1,37,37,37,37,37,37,37,37,37,37
350172,1,1,0,0,0,0,0,0,0,0,0,0
350173,1,1,0,0,0,0,0,0,0,0,0,0
350174,1,1,0,0,0,0,0,0,0,0,0,0
350175,1,1,0,22,0,0,0,25,0,0,0,0
350175,2,1,12,12,12,12,12,12,12,12,12,12
350176,1,1,0,0,0,0,0,0,0,0,0,0
350177,1,1,7,22,5,18,23,8,15,22,15,18
350178,1,1,0,0,0,0,0,0,0,0,0,0
350178,2,1,0,0,0,0,0,0,0,0,0,0
350179,1,1,0,0,0,4,0,0,0,0,0,0
350179,2,1,0,0,0,0,0,0,0,0,0,0
350180,1,1,0,0,0,0,0,0,0,0,0,0
350180,2,1,0,0,0,0,0,0,0,0,0,0
350181,0,1,26,26,26,26,26,26,26,26,26,26
350181,1,1,0,0,0,0,0,0,0,7,13,0
350182,1,1,15,11,8,23,12,16,0,0,30,18
350182,2,1,0,0,0,0,0,0,0,0,0,0
350183,1,1,0,0,0,0,0,18,0,0,0,0
350183,2,1,0,0,0,0,0,0,0,0,0,0
350184,1,1,0,0,0,0,0,0,0,0,0,0
350184,2,1,0,0,0,0,0,0,0,0,0,0
350184,3,1,0,0,0,0,11,0,0,0,0,0
350185,1,1,0,0,0,0,0,0,0,0,0,0
350185,2,1,0,0,0,0,0,0,0,0,0,0
350186,1,1,0,0,0,0,0,0,0,0,0,0
350187,1,1,0,0,26,0,0,0,0,0,0,0
350188,0,1,43,43,43,43,43,43,43,43,43,43
350188,0,2,24,24,24,24,24,24,24,24,24,24
350188,1,1,20,0,0,0,0,0,0,0,0,0
350189,1,1,0,0,21,0,22,0,0,0,0,0
350190,0,1,0,0,0,0,0,0,0,0,0,0
350190,1,1,0,0,0,0,10,0,0,0,0,0
350191,1,1,0,0,0,0,0,0,0,0,0,0
350192,0,1,0,0,0,0,0,0,0,0,0,0
350192,1,1,0,0,0,0,0,0,0,0,0,0
350193,1,1,0,0,0,0,0,0,0,0,0,0
350193,2,1,0,0,0,0,0,0,0,0,0,0
350194,1,1,6,0,0,0,20,0,0,23,0,0
350195,0,1,0,0,0,0,0,0,0,0,0,0
350195,1,1,0,0,0,0,0,0,0,0,0,0
350196,0,1,0,0,0,0,0,0,0,0,0,0
350196,1,1,0,10,0,12,17,12,25,0,0,15
350197,1,1,20,20,20,20,20,20,20,20,20,20
350197,2,1,0,0,0,0,0,0,0,0,0,0
350198,1,1,39,39,39,39,39,39,39,39,39,39
350199,1,1,6,9,11,22,24,28,23,11,21,0
350199,2,1,0,0,0,0,0,0,0,0,0,0
350200,0,1,2,2,2,2,2,2,2,2,2,2
350200,1,1,0,0,0,0,0,0,0,0,0,0
350200,2,1,0,0,0,0,0,0,0,0,0,0
350201,1,1,0,0,0,0,0,0,0,0,0,0
350201,2,1,0,0,11,0,15,0,0,0,0,0
350202,1,1,0,0,0,0,0,0,0,0,0,0
350203,1,1,19,19,19,19,19,19,19,19,19,19
350204,1,1,0,9,14,0,14,0,0,0,0,27
350205,1,1,0,0,0,0,0,34,0,19,0,0
350205,2,1,10,7,8,12,12,24,7,16,23,9
350206,1,1,0,0,0,0,0,0,0,0,0,0
350206,2,1,0,0,0,0,24,0,0,9,0,0
350207,1,1,0,0,0,0,0,0,0,0,0,0
350208,1,1,0,0,0,0,0,0,0,0,0,0
350209,1,1,19,19,19,19,19,19,19,19,19,19
350209,2,1,0,0,0,0,0,0,0,0,0,0
350209,3,1,0,0,0,0,4,0,0,0,0,0
350209,4,1,0,0,10,0,0,0,0,0,0,0
350210,0,1,27,27,27,27,27,27,27,27,27,27
350210,1,1,0,0,14,21,23,0,0,0,0,0
350211,0,1,15,15,15,15,15,15,15,15,15,15
350211,0,2,20,20,20,20,20,20,20,20,20,20
350211,1,1,0,0,20,0,0,0,7,0,0,22
350212,1,1,0,0,0,0,0,0,0,0,0,0
350212,2,1,0,0,13,0,0,0,0,0,0,0
350213,1,1,0,0,0,0,0,0,0,0,0,0
350213,2,1,14,0,0,14,0,0,0,0,0,0
350214,0,1,3,3,3,3,3,3,3,3,3,3
350214,1,1,0,0,0,0,0,0,0,0,18,0
350215,0,1,0,0,0,0,0,0,0,0,0,0
350215,1,1,0,0,0,0,0,0,0,0,0,0
350216,1,1,27,37,19,11,17,38,32,5,30,13
350217,1,1,16,16,16,16,16,16,16,16,16,16
350218,1,1,0,0,0,0,0,0,0,0,0,0
350218,2,1,0,0,0,0,0,0,0,0,0,0
350219,0,1,0,16,0,0,15,0,0,0,0,16
350219,1,1,0,0,0,21,0,0,0,0,10,0
350220,1,1,21,21,21,21,21,21,21,21,21,21
350221,1,1,0,0,10,0,0,0,0,0,0,0
350222,1,1,15,15,15,15,15,15,15,15,15,15
350223,1,1,0,0,0,0,10,0,0,0,0,12
350224,1,1,15,0,0,0,20,0,15,0,0,15
350225,1,1,0,0,0,0,0,0,0,0,0,0
350226,1,1,0,0,0,0,0,0,0,0,0,0
350227,1,1,18,18,18,18,18,18,18,18,18,18
350228,1,1,0,0,0,0,0,0,0,0,0,0
350228,2,1,0,0,0,0,0,0,0,0,0,0
350229,1,1,0,0,0,0,0,0,0,0,0,0
350230,1,1,27,27,27,27,27,27,27,27,27,27
350230,2,1,0,0,0,0,0,0,0,0,0,0
350231,0,1,25,0,0,0,0,34,0,0,0,0
350231,1,1,0,0,0,0,0,0,0,0,0,0
350232,1,1,0,0,0,0,0,0,0,0,0,0
350232,2,1,0,0,0,0,0,0,0,0,0,0
350233,1,1,25,25,25,25,25,25,25,25,25,25
350234,0,1,21,21,21,21,21,21,21,21,21,21
350234,1,1,37,0,8,0,0,0,0,0,0,0
350235,0,1,26,31,0,37,0,0,7,17,0,7
350235,1,1,0,0,0,0,0,0,0,0,0,0
350236,1,1,0,0,0,0,0,0,0,0,0,0
350237,1,1,0,0,0,0,0,0,0,0,0,0
350237,2,1,0,0,0,0,0,0,0,0,0,0
350238,1,1,0,0,0,0,0,0,0,0,0,0
350238,2,1,0,0,0,0,0,0,0,0,0,0
350239,0,1,36,36,36,36,36,36,36,36,36,36
350239,1,1,0,0,0,0,0,2,0,0,0,12
350240,1,1,11,22,2,5,12,14,13,11,0,16
350240,2,1,17,17,17,17,17,17,17,17,17,17
350241,1,1,0,0,0,0,0,0,0,0,0,0
350241,2,1,32,32,32,32,32,32,32,32,32,32
350242,1,1,22,10,27,7,20,7,14,4,9,21
350243,1,1,0,0,0,0,0,0,0,0,0,0
350244,0,1,0,0,0,0,0,0,0,0,0,0
350244,1,1,8,0,6,0,0,17,13,10,0,0
350245,0,1,10,10,10,10,10,10,10,10,10,10
350245,1,1,14,19,21,47,0,20,0,26,25,11
350246,1,1,0,0,0,0,0,0,0,30,0,0
350247,1,1,0,0,0,0,0,0,0,0,0,34
350248,1,1,0,0,0,0,0,0,0,0,0,0
350249,1,1,0,0,0,0,0,0,0,0,0,0
350250,1,1,0,0,0,0,0,0,0,0,0,0
350251,1,1,0,0,0,0,0,0,0,0,0,0
350252,1,1,0,0,0,0,0,0,0,0,0,0
350252,2,1,0,0,0,0,0,0,0,0,0,0
350253,1,1,22,0,0,0,0,0,28,17,0,0
350253,2,1,0,0,0,0,0,0,0,0,0,0
350254,1,1,19,19,19,19,19,19,19,19,19,19
350255,1,1,0,0,0,0,0,0,0,0,0,0
350255,2,1,0,0,0,0,0,0,0,0,0,0
350256,1,1,0,0,0,0,0,0,0,0,0,0
350256,2,1,0,0,0,0,0,0,0,0,0,0
350257,1,1,20,20,20,20,20,20,20,20,20,20
350258,1,1,9,9,9,9,9,9,9,9,9,9
350258,2,1,0,0,0,0,0,0,0,0,0,0
350259,1,1,0,0,0,0,0,0,0,0,0,0
350260,1,1,17,0,28,0,0,0,0,26,15,0
350261,1,1,0,0,0,0,0,0,13,0,0,0
350261,2,1,0,0,0,0,0,0,0,0,0,0
350262,1,1,0,0,0,12,0,0,0,0,0,33
350263,1,1,19,0,0,23,0,0,0,0,0,0
350264,1,1,20,20,20,20,20,20,20,20,20,20
350265,1,1,0,0,0,0,0,0,0,10,0,0
350265,2,1,0,0,0,0,0,0,0,0,0,0
350266,1,1,0,0,0,0,0,0,0,0,0,0
350266,2,1,0,0,0,0,0,0,0,0,0,0
350266,3,1,0,0,0,0,0,0,0,0,0,0
350267,0,1,26,26,26,26,26,26,26,26,26,26
350267,1,1,0,0,0,0,0,0,0,0,0,0
350268,0,1,0,0,0,0,0,0,0,0,0,0
350268,1,1,0,0,0,0,0,0,0,0,0,0
350269,0,1,11,0,0,22,0,7,22,25,25,0
350269,1,1,0,0,0,0,0,0,0,0,0,0
350270,1,1,6,22,21,19,7,28,18,16,8,6
350270,2,1,21,0,0,0,7,0,0,0,0,0
350271,1,1,0,0,0,0,0,0,0,0,0,0
350271,2,1,0,0,0,0,0,0,0,0,0,0
350271,3,1,0,0,0,0,0,0,0,5,0,0
350271,4,1,0,0,0,0,0,0,0,0,0,0
350271,5,1,0,0,0,0,0,0,0,0,0,0
350272,1,1,0,0,0,0,0,0,0,0,0,0
350272,2,1,0,0,0,0,0,0,0,0,0,0
350272,3,1,0,0,0,0,0,0,0,0,0,0
350272,4,1,0,0,0,0,0,0,0,0,0,0
350272,5,1,0,0,0,0,0,0,0,0,7,0
350273,1,1,22,22,22,22,22,22,22,22,22,22
350273,2,1,0,0,0,0,0,0,0,0,0,0
360001,1,1,0,0,0,0,0,0,5,0,0,0
360001,2,1,0,30,0,0,0,17,0,0,0,0
360002,1,1,0,0,0,0,0,0,0,0,0,0
360002,2,1,0,0,0,0,0,0,0,0,0,0
360003,1,1,0,0,0,0,0,0,0,0,0,0
360004,0,1,0,0,0,0,0,0,0,0,0,0
360004,1,1,0,0,0,0,0,0,0,0,0,0
360005,1,1,0,0,0,0,0,0,0,0,0,0
360006,0,1,0,0,0,0,0,0,0,0,0,0
360006,1,1,0,0,19,0,0,22,0,0,0,0
360007,0,1,0,0,0,0,0,0,0,0,0,0
360007,1,1,0,0,0,0,0,0,0,28,0,0
360008,0,1,5,0,13,0,0,0,0,0,0,0
360008,1,1,0,0,0,0,24,0,0,0,0,13
360009,1,1,0,0,0,0,0,0,0,0,0,0
360009,2,1,0,0,0,0,0,0,0,0,0,0
360010,1,1,0,0,0,0,0,0,0,0,0,0
360010,2,1,0,0,0,0,0,0,0,0,0,0
360011,1,1,0,0,0,0,0,0,0,0,0,0
360012,1,1,0,0,0,0,0,0,0,0,0,0
360013,0,1,0,0,0,0,0,0,0,0,0,0
360013,1,1,0,0,0,15,0,0,0,0,0,0
360014,1,1,21,0,0,0,9,0,0,0,25,0
360014,2,1,0,0,0,0,0,0,3,0,0,8
360015,1,1,0,0,0,0,0,0,0,0,0,0
360016,1,1,0,0,0,0,0,0,0,0,0,0
360016,2,1,0,6,0,0,0,0,0,9,8,10
360017,1,1,22,22,22,22,22,22,22,22,22,22
360018,1,1,0,9,0,0,26,15,18,0,0,0
360018,2,1,0,0,0,0,0,0,0,0,0,0
360018,3,1,0,0,0,11,0,24,0,0,0,0
360019,1,1,0,0,0,0,0,0,0,0,0,0
360020,1,1,0,0,0,0,0,0,0,0,0,0
360020,2,1,0,0,0,0,0,0,0,0,0,0
360021,1,1,0,0,0,0,0,0,0,0,0,0
360021,2,1,0,0,8,0,0,0,0,0,0,0
360022,1,1,0,0,0,0,0,0,14,0,0,11
360022,2,1,0,0,0,0,4,0,31,0,0,0
360023,1,1,0,0,0,0,0,0,0,0,0,0
360024,1,1,0,0,0,0,0,0,0,0,0,0
360025,1,1,0,15,8,10,6,0,7,9,11,0
360026,1,1,0,0,0,0,0,0,0,0,0,0
360027,0,1,0,0,0,0,0,0,0,0,0,0
360027,1,1,0,0,0,0,0,0,0,0,0,0
360028,1,1,0,0,0,0,14,0,0,0,0,0
360028,2,1,0,13,0,0,0,0,0,0,28,0
360029,1,1,0,0,0,0,0,0,0,0,0,0
360029,2,1,0,0,0,0,0,0,0,0,0,0
360029,3,1,0,0,0,0,0,0,0,0,0,0
360030,0,1,0,0,0,0,0,0,0,0,0,0
360030,1,1,0,0,7,15,0,0,0,0,0,0
360031,1,1,0,0,0,0,0,0,0,0,0,0
360031,2,1,6,0,6,36,0,0,0,30,0,0
360032,1,1,22,22,22,22,22,22,22,22,22,22
360033,1,1,0,0,0,0,0,0,0,0,0,0
360034,1,1,32,32,32,32,32,32,32,32,32,32
360035,1,1,0,0,0,0,0,0,0,0,0,0
360035,2,1,0,0,0,12,0,0,0,0,0,0
360036,1,1,0,0,0,0,0,0,0,0,0,0
360037,0,1,0,0,0,0,0,0,0,0,0,0
360037,1,1,13,20,10,0,19,13,7,12,0,16
360038,1,1,0,0,0,0,0,0,0,0,0,0
360039,1,1,0,0,0,0,0,0,0,0,0,0
360040,0,1,0,0,0,0,0,0,0,0,0,0
360040,1,1,0,17,0,0,0,0,0,18,0,27
360041,1,1,1,1,1,1,1,1,1,1,1,1
360042,1,1,22,22,22,22,22,22,22,22,22,22
360043,0,1,27,27,27,27,27,27,27,27,27,27
360043,1,1,0,0,0,0,0,0,8,0,0,0
360044,1,1,0,0,0,0,0,0,0,0,0,0
360044,2,1,0,0,0,0,0,0,20,0,0,0
360044,3,1,0,0,0,0,0,0,16,0,0,0
360045,0,1,0,0,0,0,0,0,0,0,0,0
360045,1,1,0,0,0,21,0,0,0,0,0,0
360046,1,1,0,0,0,0,0,0,0,0,0,0
360046,2,1,0,0,0,0,0,0,25,0,0,0
360047,1,1,0,22,0,0,0,14,0,14,0,0
360048,0,1,0,0,0,0,0,0,0,0,0,0
360048,1,1,10,13,0,0,0,6,0,14,31,0
360049,1,1,0,0,0,0,0,0,0,0,0,0
360049,2,1,0,0,0,0,0,0,0,0,0,0
360050,0,1,0,0,0,0,0,0,0,0,0,0
360050,1,1,0,0,0,0,0,0,0,0,0,0
360051,1,1,13,0,10,0,0,0,0,0,0,0
360051,2,1,0,0,0,0,20,0,0,0,0,0
360052,1,1,0,0,0,0,0,0,0,0,0,0
360053,1,1,0,0,0,0,0,0,0,0,0,0
360053,2,1,0,0,0,0,0,0,0,0,0,0
360054,0,1,0,0,0,0,0,0,0,0,0,0
360054,1,1,0,16,16,0,14,0,23,0,34,15
360055,0,1,0,0,0,0,0,0,0,0,0,0
360055,1,1,0,0,0,0,0,0,0,0,0,0
360056,1,1,0,0,0,0,0,0,0,0,0,0
360057,1,1,0,0,9,0,0,30,0,0,0,0
360057,2,1,0,0,0,0,0,0,0,0,0,0
360058,1,1,0,0,0,0,0,0,0,0,0,0
360058,2,1,0,0,9,11,0,0,0,0,0,0
360059,0,1,0,0,0,0,0,0,0,0,0,0
360059,1,1,0,0,0,0,0,0,0,0,0,0
360060,0,1,0,0,0,0,0,0,0,0,0,0
360060,0,2,0,0,0,22,0,23,0,0,0,0
360060,1,1,0,0,0,0,0,0,0,0,0,0
360061,1,1,0,0,0,0,0,25,15,0,0,0
360061,2,1,0,0,30,25,0,0,0,0,0,0
360062,1,1,0,0,0,0,0,0,0,0,0,0
360062,2,1,0,0,0,0,0,0,0,9,0,0
360063,1,1,0,0,0,0,0,0,0,0,0,0
360063,2,1,0,0,0,0,0,12,0,0,0,0
360064,1,1,0,0,0,0,0,0,0,0,0,0
360065,0,1,0,0,0,0,0,0,0,0,0,0
360065,1,1,0,0,0,0,4,0,0,0,0,0
360066,1,1,16,16,16,16,16,16,16,16,16,16
360067,1,1,0,0,0,0,0,0,0,0,0,0
360068,0,1,0,0,0,0,0,0,0,0,0,0
360068,1,1,0,0,0,0,0,0,0,0,0,0
360069,1,1,14,14,14,14,14,14,14,14,14,14
360070,1,1,0,0,0,0,0,0,0,0,0,0
360070,2,1,0,0,0,0,0,0,0,0,0,0
360071,0,1,0,0,0,0,0,0,0,0,0,0
360071,1,1,0,15,0,0,0,0,0,0,18,18
360072,0,1,0,0,0,0,0,0,0,0,0,0
360072,1,1,0,0,13,9,0,0,0,0,0,0
360073,2,1,0,0,0,0,0,0,0,0,0,0
360074,1,1,0,0,0,0,0,0,0,0,0,0
360075,1,1,0,0,0,0,0,0,0,16,5,0
360075,2,1,0,0,0,0,0,0,0,0,0,0
360076,0,1,4,4,4,4,4,4,4,4,4,4
360076,1,1,7,0,0,0,8,21,0,0,0,0
360076,2,1,0,0,0,0,0,0,0,0,0,0
360077,1,1,0,0,0,0,0,0,0,0,11,0
360077,2,1,0,0,0,0,0,0,0,0,0,0
360078,1,1,0,0,0,0,18,0,0,0,0,0
360078,2,1,0,0,0,0,0,0,0,0,0,0
360079,0,1,0,0,0,0,0,0,0,0,0,0
360079,0,2,0,0,0,0,0,0,0,0,0,0
360079,1,1,0,0,0,0,21,0,0,0,0,0
360079,2,1,0,0,0,24,0,0,0,19,15,0
360080,1,1,0,0,0,0,0,0,0,0,0,0
360080,2,1,0,14,0,6,0,19,21,0,0,0
360081,1,1,0,22,14,0,0,0,19,0,0,0
360082,1,1,0,0,0,0,0,0,0,0,0,0
360083,0,1,0,0,0,0,0,0,0,0,0,0
360083,1,1,0,0,0,0,0,5,0,0,0,0
360084,1,1,18,18,18,18,18,18,18,18,18,18
360085,0,1,17,17,17,17,17,17,17,17,17,17
360085,1,1,0,0,0,0,0,0,0,0,0,0
360086,0,1,0,0,0,0,0,0,0,0,0,0
360086,1,1,0,0,0,0,0,0,12,0,9,0
360087,1,1,17,0,23,8,20,17,19,9,10,19
360087,2,1,0,0,0,0,0,0,18,14,0,12
360087,3,1,21,21,21,21,21,21,21,21,21,21
360088,1,3,5,0,37,26,6,20,0,0,8,13
360089,1,1,16,11,5,14,16,9,6,7,5,24
360089,2,1,0,0,0,0,0,0,0,0,0,0
360089,3,1,5,0,0,0,0,2,0,0,0,0
360090,1,1,0,0,0,0,0,0,0,0,0,0
360091,0,1,0,0,0,0,0,0,0,0,0,0
360091,1,1,0,0,0,14,0,0,0,0,0,0
360092,1,1,0,0,0,0,0,0,0,0,0,0
360093,1,1,0,0,0,0,0,0,0,0,0,0
360093,2,1,0,0,0,0,0,3,0,0,14,0
360093,3,1,0,0,0,0,0,0,0,0,0,12
360093,4,1,0,0,0,0,12,0,0,0,5,0
360094,0,1,0,0,0,0,0,0,0,0,0,0
360094,0,2,0,0,0,0,0,0,0,0,0,0
360094,1,1,0,0,0,0,0,0,0,0,0,0
360094,4,1,0,0,0,0,20,0,0,4,0,0
360094,5,1,31,0,0,0,0,0,0,14,0,0
360095,0,1,0,0,0,0,0,0,0,0,0,0
360095,1,1,0,0,0,0,0,0,0,0,0,0
360096,0,1,0,0,0,0,0,0,0,0,0,0
360096,0,2,0,0,0,0,0,0,0,0,0,19
360096,1,1,0,0,0,28,9,0,0,0,0,0
360097,1,1,0,0,0,0,0,0,0,0,0,0
360098,1,1,0,10,0,0,0,0,0,0,0,0
360098,2,1,0,0,0,0,0,0,0,0,0,0
360099,0,1,32,32,32,32,32,32,32,32,32,32
360099,1,1,0,0,12,18,0,0,0,0,0,0
360100,1,1,23,21,11,0,5,0,0,3,9,17
360101,1,1,0,0,0,0,0,0,0,0,0,0
360102,1,1,18,0,7,15,0,0,14,0,0,0
360102,2,1,0,0,0,0,0,0,0,0,0,0
360103,0,1,0,0,0,0,0,0,0,0,0,0
360103,1,1,0,0,0,0,0,0,0,0,0,6
360104,0,1,0,0,0,0,0,0,0,0,0,0
360104,1,1,0,0,0,0,0,0,0,0,0,0
360105,1,1,0,0,0,0,0,0,0,0,0,0
360106,1,1,17,18,0,17,25,0,0,0,0,0
360107,1,1,0,0,0,0,0,0,0,0,0,0
360107,2,1,0,0,0,0,0,0,0,0,0,0
360108,1,1,0,0,0,13,0,0,0,0,0,0
360109,2,1,0,0,0,0,0,0,0,0,0,0
360110,0,1,0,0,0,0,0,0,0,0,0,0
360110,1,1,0,0,0,0,0,0,0,21,0,0
360111,0,1,0,0,0,0,0,0,0,0,0,0
360111,1,1,0,0,0,0,12,0,0,0,0,0
360112,1,1,0,0,0,0,0,0,0,0,0,0
360112,2,1,0,0,0,0,0,0,0,0,0,0
360113,1,1,0,0,0,0,0,0,0,0,0,0
360114,0,1,0,0,0,0,0,0,0,0,0,0
360114,1,1,0,0,0,0,0,0,0,0,12,22
360115,0,1,0,0,0,0,0,0,0,0,0,0
360115,1,1,13,0,0,0,0,0,0,0,0,0
360116,1,1,6,6,6,6,6,6,6,6,6,6
360116,2,1,0,0,0,14,0,0,0,0,0,0
360117,1,1,19,19,19,19,19,19,19,19,19,19
360118,1,1,1,1,1,1,1,1,1,1,1,1
360119,1,1,32,0,18,36,18,0,0,0,31,0
360120,1,1,0,0,0,0,0,0,0,0,0,0
360121,1,1,15,15,15,15,15,15,15,15,15,15
360122,0,1,0,0,0,0,0,0,0,0,0,0
360122,1,1,0,0,0,0,0,0,16,0,0,14
360123,1,1,0,0,0,0,0,0,0,0,0,0
360123,2,1,0,0,0,0,0,0,0,0,0,0
360124,0,1,16,16,16,16,16,16,16,16,16,16
360124,1,1,13,21,21,10,0,0,0,18,16,22
360125,1,1,0,0,0,0,0,0,0,0,0,0
360125,2,1,0,0,0,0,0,0,0,0,0,0
360126,1,1,0,0,0,0,0,0,0,32,0,0
360126,2,1,0,0,0,0,0,0,0,0,0,0
360127,1,1,0,0,0,0,0,0,0,18,0,0
360127,2,1,0,0,0,0,22,0,0,0,8,0
360128,1,1,25,25,25,25,25,25,25,25,25,25
360129,0,1,0,0,0,0,0,0,0,0,0,0
360129,1,1,0,0,0,0,0,0,0,0,21,0
360130,1,1,0,6,29,20,0,0,0,0,4,0
360130,2,1,15,0,0,15,0,0,0,0,0,0
360131,1,1,16,16,16,16,16,16,16,16,16,16
360132,0,1,25,25,25,25,25,25,25,25,25,25
360132,1,1,0,8,0,0,17,0,0,0,0,21
360134,1,1,5,0,0,0,0,0,0,0,0,0
360134,2,1,0,0,0,0,0,0,0,0,0,0
360135,1,1,0,0,0,0,0,11,0,0,0,32
360135,2,1,0,0,0,0,0,0,0,0,0,0
360136,1,1,0,0,0,0,0,0,0,0,0,0
360137,1,1,6,6,6,6,6,6,6,6,6,6
360137,2,1,0,0,0,0,0,0,0,0,0,0
360138,0,1,0,0,0,19,43,0,0,0,0,18
360138,0,2,0,0,0,0,0,0,0,0,0,0
360138,0,3,0,0,0,0,0,0,0,0,0,0
360138,0,4,0,0,0,0,0,0,0,0,0,0
360138,0,5,0,0,0,0,12,9,0,0,9,0
360138,1,1,0,0,0,0,0,0,0,0,0,0
360139,0,1,22,22,22,22,22,22,22,22,22,22
360139,1,1,0,15,0,15,11,0,10,0,27,17
360140,0,1,4,4,4,4,4,4,4,4,4,4
360140,1,1,1,1,1,1,1,1,1,1,1,1
360141,1,1,0,0,0,0,0,0,0,0,0,0
360142,0,1,0,0,0,0,0,0,0,0,0,0
360142,1,1,0,0,0,0,0,6,0,0,9,16
360142,2,1,11,18,0,19,16,25,0,28,0,0
360143,1,1,0,0,0,0,0,0,0,0,0,0
360144,1,1,0,0,12,0,39,29,0,0,21,25
360145,0,1,0,0,0,0,0,0,0,0,0,0
360145,1,1,0,0,31,0,0,0,0,0,0,0
360146,0,1,0,0,0,0,0,0,0,0,0,0
360146,1,1,0,0,34,0,0,0,0,0,0,0
360147,0,1,0,0,0,0,0,0,0,0,0,0
360147,1,1,0,0,0,0,16,0,0,0,0,0
360147,2,1,0,17,0,0,0,0,0,0,0,0
360148,1,1,0,0,0,0,0,0,0,0,0,0
360149,1,1,0,0,0,0,0,0,0,0,0,0
360149,2,1,0,0,0,0,0,0,0,0,8,0
360150,1,1,0,0,0,0,0,0,0,0,0,0
360151,1,1,0,0,0,0,0,0,0,0,0,0
360151,2,1,0,0,0,0,0,0,0,23,0,0
360151,3,1,0,0,0,0,18,0,0,0,0,0
360152,1,1,14,14,14,14,14,14,14,14,14,14
360153,1,1,15,15,15,15,15,15,15,15,15,15
360154,0,1,19,19,19,19,19,19,19,19,19,19
360154,1,1,0,0,0,0,0,0,0,0,0,0
360155,0,1,0,0,0,0,0,0,0,0,0,0
360155,1,1,0,10,0,0,0,14,51,0,0,0
360156,1,1,0,0,0,0,0,0,0,0,0,0
360156,2,1,0,0,0,0,0,0,0,0,0,0
360157,1,1,0,0,0,0,0,0,0,0,0,0
360157,2,1,0,0,0,0,0,0,0,0,0,0
360157,3,1,0,0,0,0,15,0,0,21,0,0
360158,1,1,0,0,0,0,0,0,0,0,0,0
360158,2,1,0,0,0,0,0,0,0,0,0,0
360159,1,1,0,0,0,0,0,0,0,0,0,0
360159,2,1,0,0,0,0,0,0,0,0,0,0
360160,1,1,0,0,0,0,0,0,0,0,0,0
360160,2,1,0,0,0,7,0,0,0,0,0,0
360161,1,1,3,3,3,3,3,3,3,3,3,3
360162,0,1,15,15,15,15,15,15,15,15,15,15
360162,1,1,0,0,0,7,13,0,0,0,0,0
360163,0,1,0,0,0,0,0,0,0,0,0,0
360163,1,1,0,0,0,0,0,0,0,0,0,0
360164,1,1,0,0,0,0,0,0,0,0,0,0
360164,2,1,0,0,0,0,0,0,0,0,0,0
360165,0,1,24,24,24,24,24,24,24,24,24,24
360165,1,1,10,0,0,0,0,0,0,0,0,0
360166,0,1,0,0,0,0,0,0,0,0,0,0
360166,1,1,0,0,0,0,0,0,0,0,0,0
360167,1,1,18,18,18,18,18,18,18,18,18,18
360168,1,1,0,0,0,0,0,0,0,0,0,0
360169,1,1,10,10,10,10,10,10,10,10,10,10
360170,0,1,0,0,0,0,0,0,0,0,0,0
360170,1,1,0,0,0,0,0,0,0,0,0,0
360171,1,1,0,0,0,0,0,0,0,0,0,0
360171,2,1,0,0,0,0,0,0,0,0,0,0
360172,1,1,18,18,18,18,18,18,18,18,18,18
360173,1,1,0,0,0,0,0,0,0,0,0,0
360174,1,1,9,30,3,0,0,0,0,0,24,0
360175,1,1,0,0,0,0,0,0,0,0,0,0
360176,0,1,0,17,0,0,0,0,0,0,0,32
360176,0,2,0,0,0,0,0,0,0,0,0,0
360176,1,1,0,0,0,0,0,0,0,0,0,0
