,Text,location,status
6371,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",Valley of the blistering heat,neu
6372,"RT @whpresscorps: RT @politico: Powell has ""no recollection"" of @HillaryClinton dinner conversation on email use https://t.co/VwlxC2jYNg","Pennsylvania, USA",neu
6373,@nicholasjparisi @HillaryClinton @realDonaldTrump that have get you people to white house,Finland,neg
6374,RT @AdamSmith_usa: Met @TonyGoldwyn aka President Fitzgerald Grant from @Scandal #HillaryforGeorgia #ImWithHer @HillaryClinton https://t.co,"Illinois, USA",neg
6375,@PrisonPlanet @_Proud_American @ICUevrywhere @HillaryClinton Clinton. Please stroke out already,USA without Liberals,pos
6376,"RT @bfraser747:  ATTENTION
.
This is GEORGE SOROS   He is a very bad man. Not surprisingly he backs @HillaryClinton &amp; funds BLM https://t",United States,neu
6377,RT @FlipItDem: WI can help #FlipItDem 4 @HillaryClinton so Madam President can implement her plans in 2017 https://t.co/DP5WrCpDJn https://,"Hollywood, Florida",neu
6378,Don't expert @HillaryClinton to go 20 miles by car. Please. No beds.  https://t.co/Msw225foA8,Big Bend Ranch,pos
6379,"RT @CJMendes: @HillaryClinton well maybe you should take heed and apologize for all of your lies, political greed and putting the country a",Atlanta,neg
6380,"RT @LincolnBevers: @DrJillStein fans...you better vote in this poll &amp; RT it!
#JillStein #Jill2016 #Blonde #UFC202 #NXTTakeOver #Blonde http","Coeur d'Alene, ID",neg
6381,"@thehill @HillaryClinton Hollywood, Wall Street Banks, Warren Buffet, endorse her. Stand with Her but it will cost you$$$","Reno, NV",pos
6382,"@DBloom451 @FelineBengal @realDonaldTrump @HillaryClinton
Trump turned a paradigm down. iPad spelled that word for me. Lol
But he DID!","Mansfield, OH",pos
6383,@HillaryClinton It's to late for you to stop being a puppet HRC. You are owned by Soros and many others. You will do as they say. Puppet.,"Charlotte, NC",neg
6384,@HillaryClinton How on Earth can #SickHillary honestly think she can run ? This Woman needs Medical attention STAT ! https://t.co/Q1Tzfp772o,#CA4Trump   ,pos
6385,RT @nuiotwo: @DrJillStein memo to @HillaryClinton who is true blood warmonger imperialist  Hillary supported /promoted all wars in the las, above water ,neg
6386,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",NC,neu
6387,RT @MagicRoyalty: @HillaryClinton UR A FRAUD. VOTE FOR TRUMP TO SAVE AMERICA,Atlanta,neg
6388,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/",United States,neg
6389,@HillaryClinton how much money did your foundation make from dealings with Putin/Russia? Follow the money!,"Dallas, TX",neu
6390,@OmarZaidMD @Makedni @RussiaInsider @HillaryClinton You're the Doctor https://t.co/lW4EwxCUK8,Royal cos handout knighthoods,neu
6391,Hill made a quick stop in #ACK https://t.co/LAOR4Uou9o,Santa Cruz County CA,neg
6392,@HillaryClinton voes to shut down #breitbart because she says they dont have the right to exist! And the idiot in cheif sold the internet!!,BAY AREA,neg
6393,"@HillaryClinton may have been cash poor,but she did have all the art, furniture &amp; silver flatware she stole from WH! https://t.co/qv9Drx9obJ",Chihuahualandia,neu
6394,RT @LincolnBevers: @realDonaldTrump @HillaryClinton @TravelnTechFan YPU HAD BETTER VOTE THEN RETWEET THIS SO BERNIE/STEIN FANS HAVE A CHANC,"Coeur d'Alene, ID",neg
6395,RT @bfraser747:  #HumaAbedin is @HillaryClinton long time assistant/ partner in crime with strong ties to the Muslim Brotherhood  https:/,Planet Earth,neg
6396,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/1HaWh4GAFj",Messiah Jesus!Go 2 Hell Satan!,neg
6397,Trump will have the Army of Civil Engineers building his golf courses. Remember Cheney &amp; Halliburton? Kid's play. https://t.co/i2IL9q4xht,"Jacksonville, FL",neg
6398,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016","Minneapolis, Minnesota",neg
6399,RT @NeilTurner_: @HillaryClinton Can't wait to see you behind bars. #HillaryForPrison2016 https://t.co/DNf6X1IqlJ,north va,neu
6400,@DrJillStein @guardian @HillaryClinton  #GreenNewDeal #InOurHands #climatechange #SuckIt Hillary Clinton https://t.co/FedFD0QGQL,"Planet X, In A Far Far Galaxi ",neu
6401,"RT @seanhannity: .@newtgingrich on Obama administration &amp; @HillaryClinton: ""They've consistently chosen lying if that's what it takes to su",North Idaho,neg
6402,@HillaryClinton Rich get richer poor poorer and Hillary wishes to knock middle class with tax punch. Wake up America https://t.co/FeBrsi6yRE,Florida,pos
6403,"RT @mcspocky: #MT @HillaryClinton #ctl #p2 #UniteBlue #NeverTrump
Donald Trump has shown us who he is. We should believe him. https://t.co/","Napa, CA",neu
6404,RT @CearleyJerry: @kharyp @LadyGreyJewelry @immcouncil @Everytown @HillaryClinton looking forward to the day you all meet God Satan is wait,"California, USA",pos
6405,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,USA,neu
6406,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,bville,neg
6407,@HillaryClinton here is a short video of your life...#memorable #LiesIveToldALot #LyingHillary #CrookedHillary #MAGA https://t.co/0iTZWKEtHo,"Brampton, Ontario, Canada",neu
6408,@peppeelapu @AppSame @GaetaSusan @HillaryClinton LOL As two votes. Right?,"Orange County, CA",pos
6409,"RT @CidaZeeb: Join other supporters and sign up to see .@HillaryClinton in Reno, Nevada on Thu, Aug 25 https://t.co/PAKVdlhe7S https://t.co","California, USA",neu
6410,RT @npnikk: On Monday {FL rally} @HillaryClinton puts up dad of LGBTQ killer as her HONOR GUEST - FACT -who gives a shit what she says afte,United States,neg
6411,"RT @idawhannadoyou: The US is an oligarchy, study concludes | @HillaryClinton @BernieSanders @realDonaldTrump https://t.co/K8SqLsRxMj",United States,neg
6412,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/mvxe8qGQwW",Messiah Jesus!Go 2 Hell Satan!,neg
6413,@gl0withj0y @tongotongoz I really like this one. Thanks for weighing in. https://t.co/vSEXo9pV7C,"Pyongyang, North Korea",neg
6414,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:","Somewhere, Texas",neg
6415,"RT @seanhannity: .@newtgingrich: ""We haven't seen 10% of what we're going to learn in Sept. [about @HillaryClinton.] She's going to drown u",North Idaho,neg
6416,"@slstickney @POTUS @HillaryClinton @realDonaldTrump Nope, The traffic was shut down for the tractor trailer load of supplies he brought...","Kentucky, USA",neg
6417,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/",Mein Land ,neg
6418,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM","Bakersfield,CA",neg
6419,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:",Save Christianity~Say No2Islam,neg
6420,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,"Colorado, USA",neg
6421,@FreeBeacon @HillaryClinton Worse Selfie of 2016,The Woodlands Texas,neg
6422,@HillaryClinton Trump will win this election. It should be a foregone conclusion as the Clinton broad is phony as a Clinton 3 dollar bill,Somewhere enjoying it,pos
6423,@Reince #SaysWho has your #RNC  ? Keep chasing your tail while we are #StrongerTogether from #famous to #homeless  https://t.co/1YTpPURmrJ,destiny if we run from them.,neg
6424,RT @PaulaRuiz1236: @JudgeJeanine I hope @HillaryClinton watched your show tonight. LIARS are not well like in America. Wake up call for her,USA,neg
6425,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,"Henderson, NV",neu
6426,"RT @JaredWyand: How many European women were raped after the last kid you exploited world ender

You need a helicopter ride to Syria https:","Oregon, USA",neg
6427,RT @LucMatte9: @politicsinmemes never to late to be nice with nice people in trouble @HillaryClinton https://t.co/VoLut1Ylow,"Beverly Hills, CA",neg
6428,"RT @AlphaShacks: @HillaryClinton WOW! Some real nice editing there. lol
Too bad you don't know how to walk as well as you use Premier Pro.","FEMA Region III, United States",pos
6429,RT @SpencerMRitchie: Wonder if Matt Lauer and @NBCNews will grill @HillaryClinton on emails like they just did @RyanLochte.,"Florida, USA",pos
6430,"@DBloom451 @FelineBengal @realDonaldTrump @HillaryClinton
Does Hillary still not care about dead cops now? @JudgeJeanine tell it like is!!","Mansfield, OH",pos
6431,RT @Hillary2016Pres: Who reinvigorated American diplomacy with Asia? @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.co/AHLZ4b,SoCal,pos
6432,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",America,pos
6433,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,USM '19,neg
6434,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,"Pennsylvania, USA",neg
6435,".@coldplay if you could give a quick shout out to @HillaryClinton, it would be super helpful, thx.",Los Angeles,pos
6436,"RT @DavidWi74295389: No surprise really. ILLEGAL WORKERS, work less &amp; cash. American CITIZEN MINORITIES'JOBS STOLEN &amp; DEMS NOT PROTECTED ht",gotham,neg
6437,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,United States,neu
6438,RT @npnikk: On second thoughtis @HillaryClinton a path liar? She may just have perm brain damage &amp; cannot control herself https://t.co/,United States,neg
6439,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/","Kernersville, NC",neg
6440,Another butt hurt fool who think he is the laugh of the internet.  https://t.co/ERKWSK4ZfW,"FEMA Region III, United States",neg
6441,@adbridgeforth @futieton @realDonaldTrump #Trump isn't hiding anything! Certainly can't say that about @HillaryClinton ! How many lies now??,USA,neg
6442,RT @Ziplok_: according to everything I understand it should be 24-7 going in on Clinton so I will take that task. https://t.co/W7kPayDERW @,"Potenza, Basilicata",neg
6443,RT @politicsinmemes: @HillaryClinton apologize for killing Americans then talk to us. #HillaryLeaks #HillarysStools #HillarysHealth,Atlanta,neg
6444,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/vF8tBSpISS | Getty https://t.co/OcANd,"Texas, USA",neu
6445,RT @LucMatte9: @politicsinmemes never to late to be nice with nice people in trouble @HillaryClinton https://t.co/VoLut1Ylow,"Porter, TX",neg
6446,"Oh, wait, she got caught &amp; had to give that all back, right?! LMAO at the bitch's audacity! https://t.co/zr3nM5BOKo",Chihuahualandia,neg
6447,RT @bfraser747:  #HumaAbedin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:,"Somewhere, Texas",neg
6448,"RT @npnikk: @RisingSilent THAT;s true! Both Obama &amp; @HillaryClinton are bought and owned by their ""Muslim brothers"" https://t.co/ApLwGliIYE",South Pole,neu
6449,"@HillaryClinton he is annoying, but he'll learn to chill. He says what everyone thinks, but would get in trouble if they said it",Washington DC,neg
6450,"RT @bfraser747:  #ClintonCrimeFoundation

Your promises not receiving foreign donations mean nothing.Stop them now @HillaryClinton https:","Somewhere, Texas",neg
6451,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/Z0KIW2UJQa",Messiah Jesus!Go 2 Hell Satan!,neg
6452,"#crookedhillary @HillaryClinton is an evil demonic lying serial witch
https://t.co/R4u5RGlsOe https://t.co/cd0PbgHldS","Texas, USA",neg
6453,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Somewhere, Texas",neu
6454,@DrJillStein @guardian @HillaryClinton #GreenNewDeal #InOurHands #climatechange #SuckIt Hillary Clinton https://t.co/LRNuSUpjlA,"New York, USA",neu
6455,"Bagdad Don, the closest you have to a ""schlong"" is your tongue and it should have had a more generous circumcision!! https://t.co/0855TwukAQ","Indialantic, Fl",neg
6456,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,"Los Angeles, CA",neu
6457,"My song Crooked Hitlary is at 184 likes and 5 dislikes not bad huh! Help me out on here - https://t.co/W7kPayDERW @HillaryClinton RT 3,000X",Worldwide,neu
6458,RT @bfraser747:  #HumaAbedin is @HillaryClinton long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https://,Virginia Beach,neg
6459,Oh @HillaryClinton you are the one it's to late for you have to lie to cover up lies then try to blame a black man. https://t.co/kx76xs6sWk,"Florida, USA",neg
6460,"RT @DailyBeerReview: Lochte named @HillaryClinton Chief of Staff! ""I like his potential,"" she was quoted saying!","Seattle, WA",pos
6461,@rachaelmilla @FreeBeacon @HillaryClinton getting the donation in to the foundation before the deadline!,"South Carolina, USA",neu
6462,Whoa. Can't understand how she's not indicted.  https://t.co/C7GVRLGJqb,United States,neg
6463,RT @LucMatte9: @politicsinmemes never to late to be nice with nice people in trouble @HillaryClinton https://t.co/VoLut1Ylow,Atlanta,neg
6464,RT @trumpaboard: .@DiamondandSilk have a Precise and Clear Message for Crooked Hillary. @HillaryClinton is... https://t.co/uGYHeMtaXL by @D,Central Texas,pos
6465,Prick @nathanTbernard stalking fucking retard paid idiot who is sucking the rotten meat sack out of @HillaryClinton. Lick the boots of ISIS,Coloma Mi,neu
6466,RT @bfraser747:  #HumaAbedin is @HillaryClinton long time assistant/ partner in crime with strong ties to the Muslim Brotherhood  https:/,Virginia Beach,neg
6467,@slstickney @POTUS @HillaryClinton @realDonaldTrump Far sooner that Hillary that was emptying her pee bag and taking her meds....,"Kentucky, USA",neg
6468,RT @FlipItDem: WI can help #FlipItDem 4 @HillaryClinton so Madam President can implement her plans in 2017 https://t.co/DP5WrCpDJn https://,"Nashville, TN",neu
6469,RT @MzspellDena: # #cat and #mouse #Stumped want to #DumpTrump vote @HillaryClinton #ImWithHer https://t.co/fKT68Yv85C https://t.co/uI,"Washington, DC",neg
6470,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:","California, USA",neg
6471,Because greed. https://t.co/fvbooQE0nm,Florida Beach,neg
6472,RT @kardamylaxios: https://t.co/gik4XT9PyP @realDonaldTrump IS ROBBING HIS SUPPORTERS @HillaryClinton @POTUS @SecretService @FBI ARREST THI,"Tracy, CA",neg
6473,"@HillaryClinton  Trump's mean words vs Hillary's felonies?  No question, Trump is the better choice.","Tucson, AZ",neg
6474,"RT @gayright: @HillaryClinton can't walk up 6 steps without help. What gives, and why is the media ignoring it? #liberalmedia","San Diego, CA",neg
6475,"RT @Don_Vito_08: #WheresHillary Was the last question #BillClinton asked before setting up his private server @HillaryClinton 
#MAGA https:","San Bernardino, CA",neu
6476,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/82iZzleZhh",Messiah Jesus!Go 2 Hell Satan!,neg
6477,RT @disspat: Yet @HillaryClinton hasn't been punished for exposing classified emails... double standard? https://t.co/oJl9IoDDOx https://t.,commonsense USA,pos
6478,"RT @HillaryforAZ: Making calls for @HillaryClinton is fun and easy. Just ask @MayorStanton. Thanks for joining us today, Mr. Mayor! https:/",8801912467672 | 8801556444559 ,pos
6479,"hadn't seen that one .... catheter probably, not colostomy https://t.co/zkCVLkIJNg","Kuala Lumpur, Malaysia",neg
6480,RT @nathanthetweet: @HillaryClinton #ColinPowell Lets teach our kids to point fingers instead of admitting faults and solve the problem. ht,TrumpLand,neg
