"Y"_City,_Arkansas 34.735104 -94.073257
New_Buffalo,_Michigan 41.7939302 -86.7439154
New_California,_Ohio 40.154278 -83.236343
New_Castle,_Pennsylvania 41.0036719 -80.347009
New_Chicago,_Indiana 41.5583701 -87.2744806
New_Columbia,_Pennsylvania 41.0409176 -76.866908
New_Creek,_West_Virginia 39.3750977 -79.0266956
New_Cumberland,_Pennsylvania 40.2323122 -76.8846956
New_Ellenton,_South_Carolina 33.421531 -81.6856654
New_England,_North_Dakota 46.5391751 -102.8682231
New_Era,_Michigan 43.5591757 -86.3456284
New_Florence,_Missouri 38.9103198 -91.4482167
New_Galilee,_Pennsylvania 40.8356188 -80.3995096
New_Glasgow,_Nova_Scotia 45.5871702 -62.6451191
New_Hampton,_Iowa 43.0592724 -92.317864
New_Hampton,_New_Hampshire 43.6236211 -71.6304407
New_Harmony,_Indiana 38.1297678 -87.9350299
New_Haven,_Connecticut 41.308274 -72.9278835
New_Haven,_Indiana 41.0706042 -85.0144124
New_Haven_Junction,_Vermont 44.12339 -73.1837314
New_Lebanon,_New_York 42.4642991 -73.396804
New_Leipzig,_North_Dakota 46.3761171 -101.9398717
New_Lisbon,_Wisconsin 43.8791358 -90.1654067
New_Liskeard,_Ontario 47.4793748 -79.7121299
New_London,_Connecticut 41.3556539 -72.0995209
New_London,_Missouri 39.5853222 -91.4009835
New_London,_New_Hampshire 43.4284925 -71.975699
New_London,_Wisconsin 44.3927582 -88.7398256
New_Madrid,_Missouri 36.5864488 -89.5278547
New_Market,_Virginia 38.647896 -78.6714064
New_Meadows,_Idaho 44.9712808 -116.2840176
New_Milford,_Connecticut 41.5770433 -73.4085463
New_Milford,_Pennsylvania 41.8725781 -75.7271318
New_Munster,_Wisconsin 42.5794625 -88.2278676
New_Orleans,_Louisiana 29.9510658 -90.0715323
New_Oxford,_Pennsylvania 39.8637086 -77.0558143
New_Paltz,_New_York 41.7475933 -74.0868095
New_Perth,_Prince_Edward_Island 46.212134 -62.698454
New_Philadelphia,_Ohio 40.4897871 -81.4456706
New_Preston,_Connecticut 41.6750953 -73.3517858
New_Richmond,_Wisconsin 45.1230213 -92.5365865
New_Rochester,_Ohio 41.360535 -83.5103759
New_Rome,_Ohio 39.9517297 -83.1421331
New_Sharon,_Maine 44.6393784 -70.0154885
New_Stanton,_Pennsylvania 40.2192374 -79.6094849
New_Sweden,_Minnesota 44.4074655 -94.1899696
New_Trenton,_Indiana 39.3101636 -84.9010959
New_Ulm,_Minnesota 44.3144394 -94.4593018
New_Wren,_Mississippi 33.9717779 -88.6133804
New_York,_New_York 40.7127837 -74.0059413
Newark,_Delaware 39.6837226 -75.7496572
Newark,_New_Jersey 40.735657 -74.1723667
Newaygo,_Michigan 43.4197429 -85.8000506
Newberry,_Michigan 46.3549984 -85.5095586
Newberry,_South_Carolina 34.2745833 -81.6187178
Newburgh,_New_York 41.5034271 -74.0104178
Newburyport,_Massachusetts 42.8125913 -70.8772751
Newcastle,_Oklahoma 35.2472869 -97.59976
Newcastle,_Wyoming 43.8547003 -104.2049408
Newell,_North_Carolina 35.2907821 -80.7158977
Newell,_South_Dakota 44.7147081 -103.4207436
Newent,_Connecticut 41.6045427 -72.0178534
Newmarket,_Maryland 38.4737345 -76.7744109
Newport,_Arkansas 35.6048018 -91.2817951
Newport,_Delaware 39.7137237 -75.6093709
Newport,_Maine 44.8557175 -69.2444565
Newport,_Michigan 42.0023594 -83.3088167
Newport,_Minnesota 44.8668528 -92.9997691
Newport,_New_Hampshire 43.3653585 -72.1734388
Newport,_Oregon 44.6367836 -124.0534505
Newport,_Rhode_Island 41.4901024 -71.3128285
Newport,_Tennessee 35.9670412 -83.1876578
Newport,_Washington 48.1796277 -117.0432583
Newport_Beach,_California 33.6189101 -117.9289469
Newport_News,_Virginia 37.0870821 -76.4730122
Newry,_Maine 44.4884245 -70.7885765
Newton,_Kansas 38.0466779 -97.3450365
Newton,_Mississippi 32.3212554 -89.1633929
Newton_Falls,_Ohio 41.18839 -80.9781468
Newton_Grove,_North_Carolina 35.2451648 -78.3541685
Niagara,_Wisconsin 45.7713461 -87.9948467
Niagara_Falls,_New_York 43.0962143 -79.0377388
Nichols,_Connecticut 41.2409299 -73.1612224
Nickerson,_Nebraska 41.534442 -96.470302
Nicolaus,_California 38.9042927 -121.5781667
Nicollet,_Minnesota 44.2760774 -94.1874633
Niobrara,_Nebraska 42.7547231 -98.0286823
Nipigon,_Ontario 49.0157351 -88.268316
Nitro,_West_Virginia 38.4148146 -81.8440197
Niverville,_New_York 42.4409161 -73.6609519
Nixa,_Missouri 37.0433863 -93.294353
Nixon,_Nevada 39.8318537 -119.3579527
Nixon,_Texas 29.267464 -97.7644429
Nogales,_Arizona 31.3403775 -110.9342532
Noonan,_North_Dakota 48.8889194 -103.0087936
Norfolk,_Connecticut 41.9939828 -73.2020577
Norfolk,_Nebraska 42.0327234 -97.4137553
Norfolk,_Virginia 36.8507689 -76.2858726
Norridgewock,_Maine 44.7130794 -69.7905955
Norris,_Montana 45.5704366 -111.6904522
Norris_City,_Illinois 37.9811576 -88.3292103
North_Adams,_Massachusetts 42.700915 -73.1087148
North_Andover,_Massachusetts 42.6987024 -71.1350575
North_Anson,_Maine 44.8564574 -69.8973948
North_Avondale,_Colorado 38.2619464 -104.3460789
North_Bay,_New_York 43.2300689 -75.7482415
North_Bay,_Ontario 46.3091152 -79.4608204
North_Bend,_Washington 47.4956579 -121.7867775
North_Berwick,_Maine 43.3037349 -70.7333524
North_Boston,_New_York 42.6856155 -78.7766971
North_Branch,_Minnesota 45.5102135 -92.9931054
North_Bridgton,_Maine 44.1017159 -70.7005683
North_Chichester,_New_Hampshire 43.2575809 -71.3725682
North_Clarendon,_Vermont 43.5655235 -72.9661208
North_Falmouth,_Massachusetts 41.6445703 -70.630494
North_Grafton,_Massachusetts 42.2356407 -71.6969985
North_Hollywood,_California 34.187044 -118.3812562
North_Hyde_Park,_Vermont 44.6706058 -72.5981718
North_Jackson,_Ohio 41.1179797 -80.8875121
North_Kansas_City,_Missouri 39.1429081 -94.5729781
North_Lima,_Ohio 40.9483249 -80.6584754
North_Little_Rock,_Arkansas 34.769536 -92.2670941
North_Mankato,_Minnesota 44.1732996 -94.033845
North_Miami,_Florida 25.8900949 -80.1867138
North_Muskegon,_Michigan 43.2561251 -86.26756
North_Newton,_Kansas 38.0722333 -97.3455917
North_Ogden,_Utah 41.3071645 -111.9602196
North_Platte,_Nebraska 41.1402759 -100.7601454
North_Ridgeville,_Ohio 41.3894905 -82.0190321
North_Rim,_Arizona 36.2105382 -112.0612802
North_Salt_Lake,_Utah 40.8485564 -111.9068824
North_Scituate,_Rhode_Island 41.8326629 -71.5870939
North_St._Paul,_Minnesota 45.0124657 -92.9918828
North_Stratford,_New_Hampshire 44.7498105 -71.6248854
North_Sydney,_Nova_Scotia 46.2064806 -60.2523805
North_Syracuse,_New_York 43.1347897 -76.1299238
North_Troy,_Vermont 44.9944896 -72.3998314
North_Vancouver,_British_Columbia 49.3269904 -123.0732801
North_Vernon,_Indiana 39.006165 -85.6235796
Northfield,_Minnesota 44.4582983 -93.161604
Northfield,_Ohio 41.3450547 -81.528452
Northfield,_Wisconsin 44.4591283 -91.0995985
Northgate,_North_Dakota 48.9908517 -102.2621149
Northhampton,_Massachusetts 42.3250896 -72.6412013
Northmoor,_Missouri 39.1844505 -94.6050136
Northome,_Minnesota 47.872456 -94.2805032
Northport,_Alabama 33.229007 -87.5772293
Northport,_Michigan 45.1313875 -85.6167509
Northport,_Nebraska 44.3303019 -68.9724684
Northwood,_New_Hampshire 43.194249 -71.1508969
Northwood,_Ohio 41.607272 -83.4688204
Norton,_Kansas 39.8338946 -99.8915113
Norton,_Ohio 41.0292217 -81.6381795
Norton,_Vermont 45.010046 -71.794817
Norton,_Virginia 36.933433 -82.6290459
Norton,_West_Virginia 38.9321374 -79.9650319
Nortonville,_Kansas 39.4166649 -95.3335838
Norwalk,_Connecticut 41.117744 -73.4081575
Norwalk,_Ohio 41.2425531 -82.6157331
Norway,_Michigan 45.7869023 -87.9037364
Norwich,_Connecticut 41.5242649 -72.0759105
Norwich,_Vermont 43.7153482 -72.307869
Norwood,_Minnesota 44.7735732 -93.9216348
Nottawa,_Michigan 43.6973023 -84.9193082
Novi,_Michigan 42.48059 -83.4754913
Nowata,_Oklahoma 36.700645 -95.6380341
Nueva_Ciudad_Guerrero,_Tamaulipas 26.5651421 -99.2251794
Nuevo_Laredo,_Tamaulipas 27.4779362 -99.549573
Nunica,_Michigan 43.0798819 -86.0669335
Nyanza,_Nova_Scotia 46.090251 -60.890798
O'Fallon,_Illinois 38.592323 -89.910991
O'Hare_Airport,_Illinois 41.9741625 -87.9073214
O'Neill,_Nebraska 42.4576723 -98.6478882
Oak_Creek,_Wisconsin 42.8858503 -87.8631362
Oak_Forest,_Illinois 41.6028116 -87.7439384
Oak_Grove,_Kentucky 36.6650471 -87.4427878
Oak_Grove,_South_Carolina 33.9842995 -81.1471836
Oak_Hill,_Tennessee 36.0878369 -86.7830548
Oak_Park,_Georgia 32.3582334 -82.3145693
Oak_Ridge,_Tennessee 36.0103561 -84.2696449
Oakhurst,_California 37.3279997 -119.6493154
Oakland,_California 37.8043637 -122.2711137
Oakland,_Iowa 41.3094375 -95.3957997
Oakland,_Nebraska 41.8357057 -96.4666634
Oakland,_New_Jersey 41.0131529 -74.2643143
Oakleigh,_Pennsylvania 40.2581453 -76.8205276
Oakley,_Kansas 39.1270975 -100.8479688
Oakmont,_Pennsylvania 40.5217347 -79.8422719
Oaks_Corners,_New_York 42.9322868 -77.0124683
Oakview,_Maryland 39.0162208 -76.9808092
Oasis,_Nevada 41.028536 -114.4869714
Oberlin,_Kansas 39.8183384 -100.528201
Oberlin,_Louisiana 30.6201984 -92.7626462
Ocala,_Florida 29.1871986 -82.1400923
Ocean_Beach,_California 32.7494988 -117.2470353
Ocean_City,_Maryland 38.3365032 -75.0849058
Oceanside,_California 33.1958696 -117.3794834
Ocheda_Lake,_Minnesota 43.5842619 -95.5564777
Ocoee,_Tennessee 35.1222972 -84.7188272
Oconomowoc,_Wisconsin 43.1116731 -88.4992659
Oconto,_Wisconsin 44.8872124 -87.8645473
Odebolt,_Iowa 42.3110926 -95.2526878
Odell,_Indiana 40.287778 -87.074167
Odessa,_Delaware 39.457334 -75.6613184
Odessa,_Texas 31.8456816 -102.3676431
Oelrichs,_South_Dakota 43.1788648 -103.2307532
Oelwein,_Iowa 42.6784949 -91.9119586
Ofahoma,_Mississippi 32.7073573 -89.7006325
Ogallala,_Nebraska 41.1282178 -101.7203993
Ogden,_Iowa 42.0395595 -94.0320167
Ogden,_Kansas 39.1111086 -96.706117
Ogden,_Utah 41.223 -111.9738304
Ogdensburg,_New_York 44.6942291 -75.4863364
Ojibwa,_Wisconsin 45.7980162 -91.1168291
Okanogan,_Washington 48.361262 -119.5833869
Okarche,_Oklahoma 35.7258795 -97.9764411
Okeechobee,_Florida 27.2439349 -80.8297828
Oklahoma_City,_Oklahoma 35.4675602 -97.5164276
Okmulgee,_Oklahoma 35.6234367 -95.9605502
Okolona,_Kentucky 38.1411796 -85.6877379
Okolona,_Mississippi 34.001778 -88.7553293
Ola,_Arkansas 35.0323119 -93.2232345
Olathe,_Kansas 38.8813958 -94.8191285
Olcott,_New_York 43.3378336 -78.7147571
Old_Mission,_Michigan 44.9622231 -85.485356
Old_Saybrook,_Connecticut 41.2960159 -72.3845301
Old_Station,_California 40.6753521 -121.4307646
Olds,_Alberta 51.7920135 -114.105279
Olean,_New_York 42.083639 -78.429927
Olive,_California 33.83611 -117.84528
Oliver,_Ontario 43.150822 -81.090421
Olivet,_Michigan 42.4414273 -84.9241542
Olivet,_South_Dakota 43.240824 -97.6753449
Olivia,_Minnesota 44.7764314 -94.9956593
Olympia,_Washington 47.0378741 -122.9006951
Omaha,_Nebraska 41.2523634 -95.9979883
Omak,_Washington 48.4109853 -119.5275506
Omer,_Michigan 44.0475198 -83.8544333
Onalaska,_Wisconsin 43.8844092 -91.2351393
Onaway,_Michigan 45.3575121 -84.223903
Oneonta,_Alabama 33.9481537 -86.472764
Oneonta,_New_York 42.4528571 -75.0637746
Ontario,_Oregon 44.0265525 -116.9629378
Ontonagon,_Michigan 46.8710525 -89.3140302
Opal,_Virginia 38.6209547 -77.7999933
Opelika,_Alabama 32.6454116 -85.3782795
Opelousas,_Louisiana 30.5335302 -92.081509
Opp,_Alabama 31.2826685 -86.2555067
Orange,_California 33.7877944 -117.8531119
Orange,_Texas 30.0929879 -93.7365549
Orange_City,_Florida 28.9488761 -81.2986741
Orange_Park,_Florida 30.1660736 -81.706484
Orangeburg,_South_Carolina 33.4918203 -80.8556476
Orchard_Park,_New_York 42.7675593 -78.7439189
Orcutt,_California 34.8652574 -120.4359966
Ordway,_Colorado 38.2180608 -103.7560606
Ore_City,_Texas 32.8001354 -94.7207634
Orford,_New_Hampshire 43.9014167 -72.1417216
Orienta,_Oklahoma 36.3600348 -98.4739671
Orin,_Wyoming 42.6533015 -105.1924778
Orion,_Wisconsin 43.2030422 -90.4279029
Orland,_California 39.7473803 -122.1963748
Orland,_Maine 44.5706252 -68.7378128
Orlando,_Florida 28.5383355 -81.3792365
Orlando_Airport,_Florida 28.5460127 -81.3330989
Orleans,_Massachusetts 41.7898354 -69.9897323
Orleans,_Vermont 44.8905506 -72.2603468
Ormond_Beach,_Florida 29.2858129 -81.0558894
Oromocto,_New_Brunswick 45.8486646 -66.481286
Orondo,_Washington 47.6233217 -120.2281346
Orono,_Maine 44.8831125 -68.6719411
Ortonville,_Minnesota 45.3047822 -96.4450624
Orwell,_Vermont 43.8039502 -73.2978936
Osawatomie,_Kansas 38.4972372 -94.9505207
Osborne,_Kansas 39.4388993 -98.6947949
Osceola,_Iowa 41.0342618 -93.766759
Osceola,_Nebraska 41.1804369 -97.5507044
Oshkosh,_Wisconsin 44.0247062 -88.5426136
Oshtemo,_Michigan 42.2815313 -85.6837015
Oskaloosa,_Iowa 41.2916728 -92.6493595
Osoyoos,_British_Columbia 49.032304 -119.468163
Osseo,_Minnesota 45.1194091 -93.4024532
Osseo,_Wisconsin 44.5721839 -91.22738
Ossipee,_New_Hampshire 43.6853516 -71.1166556
Oswego,_Kansas 37.1675652 -95.1099645
Oswego,_New_York 43.4553461 -76.5104973
Othello,_Washington 46.8259742 -119.1752913
Otho,_Iowa 42.4246934 -94.1502372
Otis,_Indiana 41.5992069 -86.9058614
Otis,_Massachusetts 42.1930224 -73.0919689
Otis,_Oregon 45.0242748 -123.9465021
Otisville,_Michigan 43.1661367 -83.5243976
Ottawa,_Kansas 38.615768 -95.2686366
Ottawa,_Ontario 45.4215296 -75.6971931
Ottumwa,_Iowa 41.0160293 -92.4083022
Overland_Park,_Kansas 38.9822282 -94.6707917
Overlea,_Maryland 39.3634405 -76.5205199
Owatonna,_Minnesota 44.0855572 -93.2259349
Owego,_New_York 42.1034075 -76.2621549
Owensboro,_Kentucky 37.7719074 -87.1111676
Owentown,_Texas 32.4357023 -95.1957812
Owosso,_Michigan 42.9978049 -84.1766358
Oxford,_Alabama 33.6142714 -85.8349648
Oxford,_Mississippi 34.3664951 -89.5192484
Oxford,_North_Carolina 36.3107004 -78.5908345
Oxford,_Pennsylvania 39.785386 -75.9788349
Oxon_Hill,_Maryland 38.8034468 -76.9896975
Oxville,_Illinois 39.7044939 -90.561417
Oyen,_Alberta 51.3518614 -110.4825214
Ozark,_Missouri 37.0208865 -93.2060163
Ozona,_Texas 30.7022249 -101.2013819
Pachaug,_Connecticut 41.5842652 -71.9406294
Pacific_Junction,_Iowa 41.0187126 -95.8010851
Packwaukee,_Wisconsin 43.7634801 -89.4582826
Paddock_Lake,_Wisconsin 42.5775187 -88.1050853
Paducah,_Kentucky 37.0833893 -88.6000478
Paducah,_Texas 34.0123005 -100.3020588
Page,_Arizona 36.9147222 -111.4558333
Page,_Oklahoma 34.7204089 -94.549759
Pageland,_South_Carolina 34.7732102 -80.3917315
Pagosa_Springs,_Colorado 37.26945 -107.0097617
Paige,_Texas 30.2117727 -97.1145788
Painted_Post,_New_York 42.1620186 -77.0941366
Paintsville,_Kentucky 37.8145384 -82.8071054
Palatine,_Illinois 42.1103041 -88.03424
Palatka,_Florida 29.6485801 -81.6375819
Palestine,_Texas 31.7621153 -95.6307891
Palmdale,_California 34.5794343 -118.1164613
Palmer,_Massachusetts 42.1584103 -72.3286869
Pampa,_Texas 35.5361559 -100.9598709
Pana,_Illinois 39.3889311 -89.0800809
Panaca,_Nevada 37.7891056 -114.3846527
Panama_City,_Florida 30.1588129 -85.6602058
Panamint_Springs,_California 36.340019 -117.470703
Panhandle,_Texas 35.3456038 -101.3804447
Panorama_City,_California 34.227617 -118.442425
Paoli,_Indiana 38.5561663 -86.468321
Parade,_South_Dakota 45.02387 -101.1045932
Paradise,_Michigan 46.6273998 -85.0373851
Paragould,_Arkansas 36.0584021 -90.4973286
Paramus,_New_Jersey 40.9445428 -74.0754189
Paris,_Illinois 39.611146 -87.6961374
Paris,_Kentucky 38.2097987 -84.2529869
Paris,_Tennessee 36.3020023 -88.3267107
Paris,_Texas 33.6609389 -95.555513
Paris,_Virginia 39.004686 -77.9516987
Park_Falls,_Wisconsin 45.9343981 -90.4415527
Park_Rapids,_Minnesota 46.9221813 -95.0586322
Park_Ridge,_Wisconsin 44.5194129 -89.5459513
Park_Terrace,_Utah 40.6747364 -111.7775175
Parkdale,_Michigan 44.2807362 -86.2361744
Parker,_Arizona 34.1500162 -114.2891177
Parker,_South_Dakota 43.3974827 -97.1364454
Parkers_Crossroads,_Tennessee 35.7777567 -88.3931154
Parkers_Lake,_Kentucky 36.8417848 -84.4811973
Parkersburg,_Iowa 42.5774797 -92.7868634
Parkersburg,_West_Virginia 39.2667418 -81.5615135
Parkesburg,_Pennsylvania 39.9594013 -75.9168482
Parkland,_Washington 47.1553769 -122.4340113
Parkrose,_Oregon 45.5604246 -122.5497453
Parkston,_South_Dakota 43.3988755 -97.983683
Parksville,_British_Columbia 49.3193375 -124.3136412
Parrsboro,_Nova_Scotia 45.4056589 -64.3258874
Parsippany,_New_Jersey 40.8652865 -74.4173877
Parsons,_Kansas 37.3403384 -95.2610838
Parsons,_Tennessee 35.6497909 -88.1267024
Partridge,_Kansas 37.9672349 -98.0925584
Pasadena,_California 34.1477849 -118.1445155
Pascagoula,_Mississippi 30.3657552 -88.5561272
Pasco,_Washington 46.2395793 -119.1005657
Paso_Robles,_California 35.6368759 -120.6545022
Patch_Grove,_Wisconsin 42.9402646 -90.9720716
Pateros,_Washington 48.0509756 -119.9034007
Paterson,_Washington 45.93897 -119.602597
Patton,_Missouri 37.4999878 -90.0131935
Paul_Smiths,_New_York 44.4383629 -74.2525981
Pauline,_Kansas 38.963333 -95.690278
Pauls_Valley,_Oklahoma 34.7400809 -97.2222451
Paw_Paw,_Michigan 42.2178171 -85.8911246
Pawhuska,_Oklahoma 36.6678426 -96.3372309
Pawling,_New_York 41.5620381 -73.6026271
Pawnee,_Oklahoma 36.3378321 -96.8039232
Pawtucket,_Rhode_Island 41.878711 -71.3825558
Paxton,_California 40.0379464 -120.9949562
Paynesville,_Minnesota 45.3768459 -94.7236488
Payson,_Arizona 34.2308684 -111.3251355
Peanut,_California 40.4679229 -123.1686374
Pearisburg,_Virginia 37.3265112 -80.7350711
Pearson,_Georgia 31.297703 -82.8523668
Pearsons_Corner,_Delaware 39.1538899 -75.65
Pecan,_Mississippi 30.6939014 -89.1451557
Pecos,_Texas 31.4229124 -103.4932293
Peebles,_Ohio 38.9489593 -83.4057458
Peekskill,_New_York 41.2900939 -73.9204158
Pejepscot,_Maine 43.9600789 -70.0150519
Pell_City,_Alabama 33.5862149 -86.2860888
Pelland,_Minnesota 48.522778 -93.575
Pembine,_Wisconsin 45.6352391 -87.9909531
Pembroke,_Ontario 45.8266513 -77.1108826
Pendleton,_Oregon 45.672075 -118.7885967
Pengilly,_Minnesota 47.3327146 -93.1971434
Pennfield,_Michigan 42.3699055 -85.129834
Pennsdale,_Pennsylvania 41.2431363 -76.7966262
Pennsuco,_Florida 25.8950952 -80.3781082
Penrose,_Colorado 38.4250001 -105.0227624
Pensacola,_Florida 30.421309 -87.2169149
Pentagon_City,_Virginia 38.861529 -77.0607637
Peoria,_Illinois 40.6936488 -89.5889864
Perkins,_Iowa 43.1880368 -96.1855784
Perkins,_Oklahoma 35.9739448 -97.0336417
Perma,_Idaho 43.7851615 -116.9432088
Perry,_Arkansas 35.0475869 -92.7940557
Perry,_Florida 30.1174351 -83.5818147
Perry,_Georgia 32.4582065 -83.7315723
Perry,_Maine 44.974757 -67.0748806
Perry,_Michigan 42.8264205 -84.2194127
Perry,_Oklahoma 36.2894855 -97.2880983
Perrysburg,_Ohio 41.556996 -83.627157
Perryton,_Texas 36.4000313 -100.8026505
Perryville,_Missouri 37.7242202 -89.8612196
Perth-Andover,_New_Brunswick 46.7458117 -67.6977721
Peru,_Indiana 40.7536528 -86.0688811
Peterborough,_New_Hampshire 42.8706048 -71.9516746
Petersburg,_New_York 42.7508272 -73.3413948
Petersburg,_Virginia 37.2279279 -77.4019267
Petersham,_Massachusetts 42.4837752 -72.186669
Petoskey,_Michigan 45.3733428 -84.9553296
Pewaukee,_Wisconsin 43.0542058 -88.2169027
Pharoah,_Oklahoma 35.420374 -96.1230576
Phelan,_California 34.426288 -117.5725628
Philadelphia,_Mississippi 32.7715227 -89.1167275
Philadelphia,_Pennsylvania 39.9525839 -75.1652215
Philip,_South_Dakota 44.0394329 -101.6651441
Philipsburg,_Pennsylvania 40.8964465 -78.2205688
Phillipsburg,_Kansas 39.7561206 -99.3239853
Philomath,_Oregon 44.540121 -123.3676014
Phoenix,_Arizona 33.4483771 -112.0740373
Picher,_Oklahoma 36.9870116 -94.8307844
Picketts_Junction,_California 38.7762655 -119.9189759
Pickford,_Michigan 46.1579876 -84.3634295
Pickrell_Corner,_Kansas 37.6791851 -96.8441976
Pickstown,_South_Dakota 43.0672168 -98.5320265
Pictou,_Nova_Scotia 45.679332 -62.720603
Piedmont,_Alabama 33.9245454 -85.6113501
Piedmont,_Missouri 37.1544946 -90.6956749
Piedras_Negras,_Coahuila 28.6916182 -100.5408622
Pierces_Corner,_Vermont 43.5411804 -72.9539937
Piermont,_New_Hampshire 43.9697892 -72.0806443
Pierre,_South_Dakota 44.3683156 -100.3509665
Pigeon_Falls,_Wisconsin 44.4263497 -91.2104365
Pigeon_Forge,_Tennessee 35.7884241 -83.5543329
Piggott,_Arkansas 36.382839 -90.1906542
Pike,_New_York 42.5564516 -78.1527873
Pikesville,_Maryland 39.3742729 -76.7224727
Piketon,_Ohio 39.0681252 -83.0143443
Pikeville,_Kentucky 37.4792672 -82.5187629
Pikeville,_Tennessee 35.6056231 -85.1888498
Pincher,_Alberta 49.524295 -113.947919
Pine_Bluff,_Arkansas 34.2284312 -92.0031955
Pine_Hill,_Alabama 31.9795943 -87.5880561
Pine_Ridge,_South_Dakota 43.0255408 -102.5562743
Pine_Run,_Michigan 46.5295572 -87.534753
Pine_Springs,_Texas 31.89378 -104.797997
Pine_Valley,_California 32.8214402 -116.5291841
Pinecreek,_Minnesota 48.978333 -95.9425
Pinetops,_North_Carolina 35.7884908 -77.6377521
Pineville,_Kentucky 36.76203 -83.6949176
Piney,_Manitoba 49.075166 -95.979087
Pinson,_Alabama 33.6889908 -86.6833228
Pioneer,_Ohio 41.6800503 -84.5530057
Pipestone,_Minnesota 43.9985815 -96.3128117
Pittsboro,_North_Carolina 35.7201463 -79.1772371
Pittsburg,_New_Hampshire 45.0511571 -71.3914688
Pittsburg,_Texas 32.9954021 -94.9657688
Pittsburgh,_Pennsylvania 40.4406248 -79.9958864
Pittsfield,_Illinois 39.6078254 -90.8051289
Pittsfield,_Massachusetts 42.4500845 -73.2453824
Pittston,_Pennsylvania 41.3259134 -75.7893604
Pittsville,_Maryland 38.395394 -75.4129736
Pittsville,_Wisconsin 44.4391283 -90.124576
Pittswood,_Illinois 40.6331249 -89.3985283
Placentia,_California 33.8722371 -117.8703363
Placerville,_California 38.7296252 -120.798546
Plainfield,_Wisconsin 44.2138617 -89.4923422
Plains,_Kansas 37.2602994 -100.5926524
Plains,_Montana 47.4602135 -114.8829119
Plains,_Texas 33.1887135 -102.8279888
Plainview,_Texas 34.1847936 -101.7068417
Plainville,_Kansas 39.2347323 -99.2981556
Plainwell,_Michigan 42.4400357 -85.6489035
